Type,Vehicle name,Frequency
FHV,2161bdf21bb2a2161ce4cb94137bf8ce,4.125
FHV,219273f5feec9ae4483e1566fcb7dc9c,22.9375
FHV,21b8edc3bcc83a7d7bced0fd6b6dd7b8,7.777777778
FHV,21c0863ead61f257738b13d54f0ca832,27.92
FHV,21cbaf9c3b3a366acc52e11f5b0897a7,15.75675676
FHV,222c0cf12310bb78cee3a983eff3bc4c,22.5625
FHV,22561f634a6d8a8badccf95f02850f43,10
FHV,2269c23bd484d24f4bf029b4b910504e,8.8
FHV,22bd6d7d7e1f0aaa8ed8d112bd6882db,11.7037037
FHV,22bdaa5bfc05e15325113e0a0788baeb,3.5
FHV,22ca571659215bed476b47099f2505f8,38.93333333
FHV,233f4167ef54d6246323ed16577cb915,23.125
FHV,23881d0ca6f8266fbdce40e3f3ae8b17,6.409090909
FHV,23bbaadebede0486afe9ed474c726c4a,1.5
FHV,23cf3c43b04381de3e70a65f61ecb06e,10.4516129
FHV,23d1d27ad274c5b76f65c240bf85b73a,12
FHV,23eac317d6b6ad8b61eb0b6023fd46a5,4.833333333
FHV,24090a2570ec4f43fa4b84db5021b3c5,6.863636364
FHV,2438d4f030aa2d72cc68482b4f9f3ba3,14.125
FHV,2468bc2f91641de9d22cc04bc77721a3,14.64102564
FHV,248e7973636cda25c001380caa98d26b,16.125
FHV,24a222136683a77b363c24f17e1dc572,1.5
FHV,24ca03f8fd1890bba063ec96b78a035a,6.083333333
FHV,24d78db762e9caf6f1b097ea57f8b4cc,1
FHV,24df408593b81bf99d7e88dd0db436ec,6.185185185
FHV,254cb15421a73b5dfba02f2f091a0062,18.75
FHV,2556dfdde0277b997a032f782326af06,1
FHV,256d2b1edb4ea0224c5161360bc12628,3.384615385
FHV,2585161e180ed80d2adfe218b4d7ad98,1.571428571
FHV,25c1dae096e10038861789c7cc96c9f2,11.8125
FHV,2636e1865315c4784be20f97386abebf,23.64285714
FHV,268cc0fb7e5107373eb4ba48a998dbb0,8.941176471
FHV,26b1a2741ecc9e6dd1a0cf889fd8eb18,5.366666667
FHV,26c2e054702ac4eae7e98c7bb28d6974,11.9
FHV,26cdb74ad6771705e7ede33fe853bb01,19.875
FHV,27259d79ce8be9d8ca9988e732627f7d,19.84615385
FHV,27bb4456e52b3980770e13978d5e28d5,13.44444444
FHV,27bf6c688558bce1c3ba06cdb91721ef,14.10810811
FHV,27e33c53742c5f89cbab020206135f4d,18.85714286
FHV,27e439c0711ef84710e9ebbdd9bc32e2,15.7
FHV,2837f8a5edbccd26121579cea7105c0e,12.55882353
FHV,2847b2167cef750c4871d78403aa029e,2.8
FHV,286a70ace0986252411e658f9ecc3ed7,21.16666667
FHV,2881ffa44be8d21a98552c8bdfde1538,6
FHV,28a7736021c8a8bd4c1d9473a7141f01,16.14285714
FHV,28a8a8749c194cb9b66f633dfd032904,10
FHV,28b2b904abcb75191810ee959929c855,6.172413793
FHV,28c1dc943120142031dde5712bc01194,15.16666667
FHV,28c4396b081965f1949abe2ecde9781f,10.46153846
FHV,28c978813972264ddc56a3bd53a6e96b,9.2
FHV,28e48564933fd942c7fbfd016c842ba2,19.625
FHV,292e47b14c2aba3d330e5e0ac9c47ce6,53.06666667
FHV,293eae60f94abab3fa2ba23e3311d390,6.625
FHV,29534facea700c966a7f6ccfbf60513f,7.833333333
FHV,2966e5d9beccb43776097d31df782517,12.82608696
FHV,29687ed1b831dc54c06445ac85d11f42,49.6875
FHV,2988cac8da19df790e0f7d90ffca1379,10.7
FHV,2a17bc64656ea4ad8010d91923ac87d0,13.22222222
FHV,2a69be2d98508512afde5430413f4006,19.3125
FHV,2a76bc1834ca07a13ac8707e53f8765c,40.79166667
FHV,2a7fe8f529c05f628dc5c79cf7fe9889,12.94594595
FHV,2aa4fe9ca9e06414310b47ea977fdf30,18.625
FHV,2abb687f50de961a18034bdb89090eb7,19.6875
FHV,2ada161420f610339d442f917b88df55,4.5
FHV,2adab86ce481ee787554037017eb749f,19.625
FHV,2b72235d8383f960475fc39982c51c1c,1
FHV,2b9ec9b8132aabb61357974f322a54a5,21.14285714
FHV,2ba84d4e82acc97ae007ec1e64482ff5,18.75
FHV,2bb112885e087f674bbed00862b2ded3,18.75
FHV,2bbb914b66fbf818c868c4b20ac7128d,2.428571429
FHV,2bd1845fbfc86019c3f999c4d783d387,14
FHV,2c176e1dcbb0407191bc7dd8ae683674,5.666666667
FHV,2c70e22c61b1d0ed38c8d070b6d1e2a0,8.290322581
FHV,2c798ca0dc2856b3a5a6161a9b856d30,7.357142857
FHV,2cae709d7925bb0a9c5ec9eb78c306b2,7.277777778
FHV,2caee4aee48259cdf5673c10454ad4f3,7.382352941
FHV,2cb83d799670237a004d4872c1796090,14.5
FHV,2cd331c988a37b37d846a0f8eb1c98c7,16.5
FHV,2d095dcabf65126e960c4140ba18f3c1,9.75
FHV,2d1970db069d0847d5c333bc44805f65,5
FHV,2d1d411ebf87809934c1ec8ffcc53a1e,7.518518519
FHV,2d6be8715bb5ba9a173441ce148e0c5d,12.625
FHV,2daef57d82bf3715c3c7a52fbd8006fc,9.264705882
FHV,2def62e54080ff2acbc831c12a545c3c,6.333333333
FHV,2e639399bad71545e75becbf6118ef5e,4.555555556
FHV,2e75aeb5158a1ba635e10baa5c5232f8,8.25
FHV,2ed06c1083207ab7ff2f50b48738770b,5.833333333
FHV,2ed8ce6d443a46791df134a8252a368e,6.416666667
FHV,2edf82a5530cb1b87f7113fbdd1e9cf6,42.55555556
FHV,2eeaddf1c1d1bd0c73b57b2af886fb89,11.77777778
FHV,2f3ebd73919a4a0fa15268b3a6d3f4ec,19.5
FHV,2f901e04cfd99cb97f55087fc2ab3c0e,9.428571429
FHV,2fbf71453a740c8d75358a0c157c7a0f,23.5
FHV,2fc651d942950f6d9e11eb12fc5e36c5,19.0625
FHV,3004270e2cf592db946e5572a1045790,25.51612903
FHV,303df3a3cc97b7c8af3d8ed47f0c9eaf,13.55555556
FHV,3062a8843a3dfb79fb2eed98f4f5add5,14.8
FHV,307c0e55c6658c55f4b8a0bcf7b7c43b,9.24
FHV,30a1445dce131f33accdbc392a38db54,13.275
FHV,30a9af2039a888a7c75b65148b469360,21.85714286
FHV,30b95b95337c63c443b5d616cb137683,3.8
FHV,30b9efa67ff3f803ec976c1848b21637,11.69444444
FHV,30c0699d8de6450190d868ee8d7fb48d,6.375
FHV,30eea7eb37625733eb69ed9ac9bbea5b,13.83333333
FHV,30fa15f3b3a3d91656202540974e2f04,37.375
FHV,3157c9a51c766e96461e9a2fac8ba76d,32.88888889
FHV,31b137e7f3ce4ee79874716859238b56,7.75
FHV,31b14fdc143baadd0848eff02c11cb82,23.2
FHV,31dd4586ff3d9e0c45ee6be5712a718e,3.5
FHV,31fa30bb879690d175ae9edb9d3b9814,28.8
FHV,320f3b08791b2aa26deab6c98276937f,13.84
FHV,3254964046b784efc1f1b37ab0523ad8,16.75
FHV,3254a5822e60d03e2bd2c1e74755a39b,3.692307692
FHV,3296cf5a6d0c7d63cc69127d5edd760b,6.75
FHV,32ad71c66c82b5af2284facccda21ed8,28.91666667
FHV,32ef6210ae86d131468837288ba712b9,5.583333333
FHV,3317b0945b4e02cf4c417a70c1cce023,18.92
FHV,333b3635c5c54ffbe46fe851e6ee25e5,6.041666667
FHV,333b86d7ba0ea0f2e7373879be3adef9,9.25
FHV,33a11805bf5f72d900765a52dfff88cf,15.33333333
FHV,33a13825b4df3ca7cc50c7a1d6a5d29c,6.166666667
FHV,33e32398b476ed9fed496e20c05c5bcc,8
FHV,341d7a58fceb6ae93d7c4e6495530836,16.46666667
FHV,341eca2e87149c49e49aa42565f8002f,8.551724138
FHV,3423958325557385441ef0e850a51954,4.5
FHV,3437e09e02234c6d407977f2ecdd46bf,14.41025641
FHV,344855f1ef1459ffa934a5300cb9beb5,33.52173913
FHV,344d0f6982eae6c8419266e14fe8c73d,42.4375
FHV,3473ec6420c82465cde23d41e3ed3379,2.5
FHV,347f933c5f72cb9b5c0479a50e79ee76,20.44444444
FHV,35026ffb6b80ecabf5f1ae6f3d072ec1,7.727272727
FHV,3520b7d14351c6067adb9cb82dd02190,5.4
FHV,35349a5dccf56aa554fb501da80835de,9.25
FHV,3536af7323950d7b4fca5718628ae4fd,5.692307692
FHV,3539965c7b6a5ac5666d4579de9279e6,14.2
FHV,355821946cb74b161816176b17cb7a72,5.25
FHV,359a7670ccd68ac4b8df07236ac01558,6.333333333
FHV,35b031c7e0384ef9a48c5371836044fd,12.16216216
FHV,35bc558340344897bee8bdcc0597d1ae,50.22222222
FHV,35c093ebefc628ddb294bba8549ee270,11.94871795
FHV,35c72e5cf5a3cc4a282b58c1b34d567f,19.44444444
FHV,35dbfbecf0959de7c4a58a1f5fc5ccd3,14.85
FHV,35ecd55e06ffb14393eae9c077df7593,17.3
FHV,36149959bded113622129692e13d7c8d,15.25
FHV,36274d26539ca83a359edd90522382b9,5.916666667
FHV,36b2570b3c95d33cb235217f641e6369,15.41666667
FHV,36e1c543eb041fa6e1c1eba7db26f65d,25.75
FHV,3719ec56c2a115e7ae75c73095cafbe5,1.5
FHV,373b47413fdca8ccc66087447dc36e09,13.28
FHV,37c0da4c30107479dddd2b9a1d96ba06,26.5
FHV,37c594ae43c7379d629eb7a27ed581b9,12.6
FHV,37d0e7103bca19fca18a65502de4da2f,10.11538462
FHV,3809efa9e7c4291861c7f6bd1773287a,12.8
FHV,3826cb7d6b36b5db5099bced67751b7b,15.92
FHV,38b1b045bf4636cc77169756f9279bd4,18
FHV,38d01c04637246f32319e752c365b758,14.2
FHV,390cb38dc44627ec9150ab3b5dfe89aa,15.475
FHV,3935eb233ff52c3b27256ab72e8854f0,7.444444444
FHV,3959f7acf8992752ed05c2826979f36c,4
FHV,398d8362623e5d3772229c813959029b,8.142857143
FHV,3990ea437aaabf044a3919a9146a27f8,17.26086957
FHV,39bb682bf804cddffae36d2852a72c38,17.5
FHV,39c3d69715bc02c5381228adf01edeea,4.285714286
FHV,3a13af6dc2867487bed80985362ec499,1
FHV,3a37f66eb71c8b262206b9f87b0026cd,7
FHV,3af00c8919da66d4b7ce3ab10c938371,10.63636364
FHV,3b2a2529651783428798dc5dc819c6de,54.3125
FHV,3bca78b9743c5f13786372f1d1924e63,10.94594595
FHV,3be0e20dbb3a85d63ccdef165337361a,12.77777778
FHV,3bf97f841a6c85c18cacb88ac32a2db1,11.76470588
FHV,3c0efccf0e96ee5f458cc327c8941bbf,11
FHV,3c11032f54ab6c86c950352097121c71,23.125
FHV,3c3b166d902e4239112df74720e9b3f4,7.323529412
FHV,3c47d21f28057aff634fb05ecb6c886d,8.875
FHV,3c534c16d8c47168bca3cb51b9465a60,12
FHV,3c5dc0340deb409e7f23b9b0e3f99e6c,2.571428571
FHV,3c83a09ec7e70cb0314aceedc17da51a,42.125
FHV,3c8ae4fd7e961626554c48b3bf3c7af0,16.83333333
FHV,3cf7267a51fe315d9d619faffb85f7a6,5.055555556
FHV,3d046ffbaa4deef4b0c3a22c3b15365c,15.05263158
FHV,3d3ddcdfc3261c59be74bdafc0f97a5a,12.375
FHV,3d4ee745eb54f24a24d12627e3961b89,7.8
FHV,3d52311f83c5c1b94636bb1c776e2f64,8.230769231
FHV,3d551d430af2abc46158152903aa218d,12.5
FHV,3d9476d0eb6cd0dab781c05cb907da64,15.59375
FHV,3e10341e155ce277d429bd8917866a10,23
FHV,3e1bb349cb30dd27c51164515fcc38f4,6
FHV,3e2ca588eadddcf3938a42896659edf9,10.33333333
FHV,3e34993d49bf90c1c1a5b61107857fd8,48.18181818
FHV,3e3f793e717a0485f4b2f99f45205a5d,16.5
FHV,3e68ffb82f1b9c13d48fea772f39d4db,4.857142857
FHV,3e8a6d3cbea5939b783f718d8bfe3125,27.58333333
FHV,3e99590c43bdfaa92bd317d584a4e073,5.636363636
FHV,3ed2e6d81dd1dca247d1346a6950fb43,4.9
FHV,3edec22c9e8b1255df05889ca632a041,12.4
FHV,3f3e95c78cd848b2200c22ad672b913e,4.5
FHV,3f4bd4efcd76a189a8c8460effec0948,13.71428571
FHV,3f6d2d6cf9947293793f0f40337b7443,11.6875
FHV,3f8909932178486c62d4031a1c280938,48.9
FHV,3fc03ca9835883ffff76af2c44ee64cd,45.75
FHV,3fdce0d29b150715961f37df6ff6a6aa,10.80645161
FHV,400a682842952d06341071f01c553a53,8.175
FHV,40113637fab1bfbaee9df67066d6ee8c,9.111111111
FHV,40351fe4e692872ecddd6e6ac3f4bf92,12.13333333
FHV,40841adedcc05876fbf71240ac6a8e8f,1
FHV,40bbb083cea627b53f7e0e220c2ea5ed,27.69230769
FHV,40d19842afe9b883f2ae20bbd8070b54,38.06666667
FHV,412320e71b6637ab77a05b695c1bb036,1
FHV,413ccdc5899445f325f254560da07507,13.15625
FHV,414e2be2c731f7c773368f168ccf047c,9.944444444
FHV,417a978fb1dbd0bdb81a9a8ccb0ec010,8.322580645
FHV,419a0b5be3998005d927d76759b7417f,2.285714286
FHV,419fa7552de4bf7136f06fe3ac658dd0,3.5
FHV,41cf4498d3e5cbd9fc50c41bf50e1773,12.15
FHV,41e291da1df736664d7d7fb247b4707b,8.315789474
FHV,41f82d3a691d2fecf646868dcc5cc02e,8.777777778
FHV,4220c642b9cb3201011ec5f70d8c62c7,8.428571429
FHV,424356409933e38ca0cfaa563e72e081,4.882352941
FHV,424ac26f91a7402a8891a89a3e7c7735,15.025
FHV,426ed19b081953fd634c6710348f56fe,18.25
FHV,428248c564d700681b7d7c97a0c2a809,15.26086957
FHV,42ca677b7797cdf3e15b6b1add45c854,1
FHV,42f674a30e076e9fa9c1e502ce264f78,22
FHV,431d25cd25144d5fabc79ba1796e58a7,6.416666667
FHV,4346a5027eb49c10734cb92e7816581e,6.695652174
FHV,435bb91f1499dc8c8178daee1072ca39,10.5
FHV,438e9af5069464815a246c339859ba26,15
FHV,43f7895ece41f851b55a898ace06c34d,8
FHV,43fd19595fcbcd55d64e7e75cb42e79e,5.75
FHV,440dbff98580408980eb3c5650eb0928,16.775
FHV,44112d1353a3122d639bafe934ceb5f6,6.818181818
